raw_date_time,temp,otm
6/13/2022 14:23,16.5,H9
6/13/2022 15:23,14,H9
6/13/2022 16:23,17.5,H9
6/13/2022 17:23,16.5,H9
6/13/2022 18:23,15.5,H9
6/13/2022 19:23,14,H9
6/13/2022 20:23,7.5,H9
6/13/2022 21:23,4,H9
6/13/2022 22:23,3,H9
6/13/2022 23:23,2.5,H9
6/14/2022 0:23,2,H9
6/14/2022 1:23,1,H9
6/14/2022 2:23,0,H9
6/14/2022 3:23,-0.5,H9
6/14/2022 4:23,-1.5,H9
6/14/2022 5:23,-2,H9
6/14/2022 6:23,-1,H9
6/14/2022 7:23,0,H9
6/14/2022 8:23,1.5,H9
6/14/2022 9:23,2.5,H9
6/14/2022 10:23,20.5,H9
6/14/2022 11:23,26.5,H9
6/14/2022 12:23,29.5,H9
6/14/2022 13:23,28.5,H9
6/14/2022 14:23,28,H9
6/14/2022 15:23,27.5,H9
6/14/2022 16:23,27,H9
6/14/2022 17:23,26.5,H9
6/14/2022 18:23,24,H9
6/14/2022 19:23,21.5,H9
6/14/2022 20:23,13.5,H9
6/14/2022 21:23,10,H9
6/14/2022 22:23,9.5,H9
6/14/2022 23:23,8.5,H9
6/15/2022 0:23,7.5,H9
6/15/2022 1:23,6.5,H9
6/15/2022 2:23,5.5,H9
6/15/2022 3:23,4.5,H9
6/15/2022 4:23,4,H9
6/15/2022 5:23,4,H9
6/15/2022 6:23,4.5,H9
6/15/2022 7:23,5.5,H9
6/15/2022 8:23,6,H9
6/15/2022 9:23,7.5,H9
6/15/2022 10:23,23,H9
6/15/2022 11:23,31,H9
6/15/2022 12:23,31.5,H9
6/15/2022 13:23,39.5,H9
6/15/2022 14:23,42.5,H9
6/15/2022 15:23,45,H9
6/15/2022 16:23,38.5,H9
6/15/2022 17:23,34.5,H9
6/15/2022 18:23,30.5,H9
6/15/2022 19:23,26,H9
6/15/2022 20:23,19,H9
6/15/2022 21:23,15,H9
6/15/2022 22:23,13.5,H9
6/15/2022 23:23,12,H9
6/16/2022 0:23,12.5,H9
6/16/2022 1:23,12,H9
6/16/2022 2:23,11.5,H9
6/16/2022 3:23,11.5,H9
6/16/2022 4:23,11,H9
6/16/2022 5:23,10.5,H9
6/16/2022 6:23,11,H9
6/16/2022 7:23,11,H9
6/16/2022 8:23,11.5,H9
6/16/2022 9:23,13.5,H9
6/16/2022 10:23,21,H9
6/16/2022 11:23,24,H9
6/16/2022 12:23,26.5,H9
6/16/2022 13:23,27.5,H9
6/16/2022 14:23,27.5,H9
6/16/2022 15:23,27,H9
6/16/2022 16:23,26.5,H9
6/16/2022 17:23,26,H9
6/16/2022 18:23,23.5,H9
6/16/2022 19:23,20.5,H9
6/16/2022 20:23,14.5,H9
6/16/2022 21:23,12.5,H9
6/16/2022 22:23,11,H9
6/16/2022 23:23,10.5,H9
6/17/2022 0:23,10,H9
6/17/2022 1:23,10.5,H9
6/17/2022 2:23,9.5,H9
6/17/2022 3:23,8,H9
6/17/2022 4:23,5,H9
6/17/2022 5:23,6.5,H9
6/17/2022 6:23,6,H9
6/17/2022 7:23,7,H9
6/17/2022 8:23,8.5,H9
6/17/2022 9:23,8,H9
6/17/2022 10:23,15,H9
6/17/2022 11:23,20.5,H9
6/17/2022 12:23,21,H9
6/17/2022 13:23,14,H9
6/17/2022 14:23,13.5,H9
6/17/2022 15:23,16.5,H9
6/17/2022 16:23,19.5,H9
6/17/2022 17:23,19,H9
6/17/2022 18:23,10.5,H9
6/17/2022 19:23,7.5,H9
6/17/2022 20:23,6.5,H9
6/17/2022 21:23,2,H9
6/17/2022 22:23,0.5,H9
6/17/2022 23:23,-0.5,H9
6/18/2022 0:23,-1,H9
6/18/2022 1:23,-1.5,H9
6/18/2022 2:23,-2,H9
6/18/2022 3:23,-3,H9
6/18/2022 4:23,-3,H9
6/18/2022 5:23,-3,H9
6/18/2022 6:23,-2.5,H9
6/18/2022 7:23,-2,H9
6/18/2022 8:23,-1,H9
6/18/2022 9:23,0.5,H9
6/18/2022 10:23,7.5,H9
6/18/2022 11:23,18,H9
6/18/2022 12:23,20.5,H9
6/18/2022 13:23,11.5,H9
6/18/2022 14:23,21.5,H9
6/18/2022 15:23,11.5,H9
6/18/2022 16:23,11,H9
6/18/2022 17:23,8,H9
6/18/2022 18:23,13.5,H9
6/18/2022 19:23,8,H9
6/18/2022 20:23,3.5,H9
6/18/2022 21:23,1.5,H9
6/18/2022 22:23,0.5,H9
6/18/2022 23:23,0,H9
6/19/2022 0:23,0,H9
6/19/2022 1:23,-0.5,H9
6/19/2022 2:23,-1,H9
6/19/2022 3:23,-1,H9
6/19/2022 4:23,-1.5,H9
6/19/2022 5:23,-2,H9
6/19/2022 6:23,-2,H9
6/19/2022 7:23,-1.5,H9
6/19/2022 8:23,0.5,H9
6/19/2022 9:23,0.5,H9
6/19/2022 10:23,12,H9
6/19/2022 11:23,17,H9
6/19/2022 12:23,19,H9
6/19/2022 13:23,19,H9
6/19/2022 14:23,20.5,H9
6/19/2022 15:23,19,H9
6/19/2022 16:23,20.5,H9
6/19/2022 17:23,16.5,H9
6/19/2022 18:23,12.5,H9
6/19/2022 19:23,13,H9
6/19/2022 20:23,8.5,H9
6/19/2022 21:23,5.5,H9
6/19/2022 22:23,5.5,H9
6/19/2022 23:23,4.5,H9
6/20/2022 0:23,4,H9
6/20/2022 1:23,4,H9
6/20/2022 2:23,3,H9
6/20/2022 3:23,2,H9
6/20/2022 4:23,1,H9
6/20/2022 5:23,0,H9
6/20/2022 6:23,0.5,H9
6/20/2022 7:23,2,H9
6/20/2022 8:23,3.5,H9
6/20/2022 9:23,8,H9
6/20/2022 10:23,16.5,H9
6/20/2022 11:23,24,H9
6/20/2022 12:23,22,H9
6/20/2022 13:23,23,H9
6/20/2022 14:23,33,H9
6/20/2022 15:23,38,H9
6/20/2022 16:23,33,H9
6/20/2022 17:23,33,H9
6/20/2022 18:23,21.5,H9
6/20/2022 19:23,19,H9
6/20/2022 20:23,18,H9
6/20/2022 21:23,12,H9
6/20/2022 22:23,9.5,H9
6/20/2022 23:23,8.5,H9
6/21/2022 0:23,8,H9
6/21/2022 1:23,7.5,H9
6/21/2022 2:23,7,H9
6/21/2022 3:23,6.5,H9
6/21/2022 4:23,6,H9
6/21/2022 5:23,5.5,H9
6/21/2022 6:23,6,H9
6/21/2022 7:23,7,H9
6/21/2022 8:23,8,H9
6/21/2022 9:23,9,H9
6/21/2022 10:23,23,H9
6/21/2022 11:23,29,H9
6/21/2022 12:23,32.5,H9
6/21/2022 13:23,36,H9
6/21/2022 14:23,39.5,H9
6/21/2022 15:23,40.5,H9
6/21/2022 16:23,40.5,H9
6/21/2022 17:23,40,H9
6/21/2022 18:23,39,H9
6/21/2022 19:23,33.5,H9
6/21/2022 20:23,25,H9
6/21/2022 21:23,18.5,H9
6/21/2022 22:23,16,H9
6/21/2022 23:23,14.5,H9
6/22/2022 0:23,13.5,H9
6/22/2022 1:23,13,H9
6/22/2022 2:23,12.5,H9
6/22/2022 3:23,12,H9
6/22/2022 4:23,11.5,H9
6/22/2022 5:23,11,H9
6/22/2022 6:23,11.5,H9
6/22/2022 7:23,12.5,H9
6/22/2022 8:23,13.5,H9
6/22/2022 9:23,16.5,H9
