raw_date_time,temp,otm
6/13/2022 13:03,12.5,H134
6/13/2022 14:03,14.5,H134
6/13/2022 15:03,13,H134
6/13/2022 16:03,15,H134
6/13/2022 17:03,17,H134
6/13/2022 18:03,10,H134
6/13/2022 19:03,9,H134
6/13/2022 20:03,6,H134
6/13/2022 21:03,4,H134
6/13/2022 22:03,3,H134
6/13/2022 23:03,2,H134
6/14/2022 0:03,2,H134
6/14/2022 1:03,1.5,H134
6/14/2022 2:03,0.5,H134
6/14/2022 3:03,0,H134
6/14/2022 4:03,-0.5,H134
6/14/2022 5:03,-0.5,H134
6/14/2022 6:03,-0.5,H134
6/14/2022 7:03,1,H134
6/14/2022 8:03,3,H134
6/14/2022 9:03,6.5,H134
6/14/2022 10:03,9.5,H134
6/14/2022 11:03,14,H134
6/14/2022 12:03,18.5,H134
6/14/2022 13:03,21.5,H134
6/14/2022 14:03,23,H134
6/14/2022 15:03,24,H134
6/14/2022 16:03,24.5,H134
6/14/2022 17:03,24,H134
6/14/2022 18:03,16,H134
6/14/2022 19:03,14.5,H134
6/14/2022 20:03,11,H134
6/14/2022 21:03,9.5,H134
6/14/2022 22:03,8.5,H134
6/14/2022 23:03,8.5,H134
6/15/2022 0:03,7.5,H134
6/15/2022 1:03,6.5,H134
6/15/2022 2:03,5.5,H134
6/15/2022 3:03,5,H134
6/15/2022 4:03,4,H134
6/15/2022 5:03,3.5,H134
6/15/2022 6:03,4,H134
6/15/2022 7:03,5,H134
6/15/2022 8:03,7.5,H134
6/15/2022 9:03,11,H134
6/15/2022 10:03,14.5,H134
6/15/2022 11:03,18,H134
6/15/2022 12:03,22.5,H134
6/15/2022 13:03,27,H134
6/15/2022 14:03,30.5,H134
6/15/2022 15:03,32.5,H134
6/15/2022 16:03,31.5,H134
6/15/2022 17:03,29,H134
6/15/2022 18:03,22.5,H134
6/15/2022 19:03,19.5,H134
6/15/2022 20:03,16.5,H134
6/15/2022 21:03,14,H134
6/15/2022 22:03,12.5,H134
6/15/2022 23:03,12.5,H134
6/16/2022 0:03,11.5,H134
6/16/2022 1:03,11.5,H134
6/16/2022 2:03,11.5,H134
6/16/2022 3:03,11.5,H134
6/16/2022 4:03,11.5,H134
6/16/2022 5:03,11,H134
6/16/2022 6:03,11,H134
6/16/2022 7:03,11.5,H134
6/16/2022 8:03,12.5,H134
6/16/2022 9:03,15.5,H134
6/16/2022 10:03,17.5,H134
6/16/2022 11:03,19.5,H134
6/16/2022 12:03,22.5,H134
