raw_date_time,temp,otm
6/13/2022 13:04,14,H8
6/13/2022 14:04,15.5,H8
6/13/2022 15:04,19.5,H8
6/13/2022 16:04,17,H8
6/13/2022 17:04,13.5,H8
6/13/2022 18:04,11,H8
6/13/2022 19:04,9.5,H8
6/13/2022 20:04,8,H8
6/13/2022 21:04,6,H8
6/13/2022 22:04,4.5,H8
6/13/2022 23:04,3.5,H8
6/14/2022 0:04,3,H8
6/14/2022 1:04,2.5,H8
6/14/2022 2:04,1.5,H8
6/14/2022 3:04,0,H8
6/14/2022 4:04,0,H8
6/14/2022 5:04,0,H8
6/14/2022 6:04,0,H8
6/14/2022 7:04,1.5,H8
6/14/2022 8:04,3.5,H8
6/14/2022 9:04,8,H8
6/14/2022 10:04,22,H8
6/14/2022 11:04,30,H8
6/14/2022 12:04,36,H8
6/14/2022 13:04,36,H8
6/14/2022 14:04,35,H8
6/14/2022 15:04,30,H8
6/14/2022 16:04,22,H8
6/14/2022 17:04,19.5,H8
6/14/2022 18:04,17,H8
6/14/2022 19:04,15,H8
6/14/2022 20:04,12.5,H8
6/14/2022 21:04,11,H8
6/14/2022 22:04,9.5,H8
6/14/2022 23:04,8.5,H8
6/15/2022 0:04,8,H8
6/15/2022 1:04,7,H8
6/15/2022 2:04,5.5,H8
6/15/2022 3:04,5.5,H8
6/15/2022 4:04,4.5,H8
6/15/2022 5:04,4.5,H8
6/15/2022 6:04,4,H8
6/15/2022 7:04,5.5,H8
6/15/2022 8:04,7.5,H8
6/15/2022 9:04,12.5,H8
6/15/2022 10:04,29,H8
6/15/2022 11:04,39.5,H8
6/15/2022 12:04,40,H8
6/15/2022 13:04,39,H8
6/15/2022 14:04,35,H8
6/15/2022 15:04,30.5,H8
6/15/2022 16:04,24.5,H8
6/15/2022 17:04,23.5,H8
6/15/2022 18:04,21.5,H8
6/15/2022 19:04,20,H8
6/15/2022 20:04,17.5,H8
6/15/2022 21:04,15.5,H8
6/15/2022 22:04,13.5,H8
6/15/2022 23:04,12.5,H8
6/16/2022 0:04,12,H8
6/16/2022 1:04,11.5,H8
6/16/2022 2:04,11,H8
6/16/2022 3:04,10.5,H8
6/16/2022 4:04,10.5,H8
6/16/2022 5:04,10,H8
6/16/2022 6:04,10,H8
