raw_date_time,temp,otm
6/13/2022 13:04,27.5,H144
6/13/2022 14:04,25.5,H144
6/13/2022 15:04,22,H144
6/13/2022 16:04,18,H144
6/13/2022 17:04,10.5,H144
6/13/2022 18:04,7.5,H144
6/13/2022 19:04,5.5,H144
6/13/2022 20:04,4,H144
6/13/2022 21:04,2.5,H144
6/13/2022 22:04,2,H144
6/13/2022 23:04,1,H144
6/14/2022 0:04,0.5,H144
6/14/2022 1:04,-0.5,H144
6/14/2022 2:04,-1,H144
6/14/2022 3:04,-1,H144
6/14/2022 4:04,-1.5,H144
6/14/2022 5:04,-1.5,H144
6/14/2022 6:04,3.5,H144
6/14/2022 7:04,10,H144
6/14/2022 8:04,14,H144
6/14/2022 9:04,19.5,H144
6/14/2022 10:04,23,H144
6/14/2022 11:04,26.5,H144
6/14/2022 12:04,31.5,H144
6/14/2022 13:04,30.5,H144
6/14/2022 14:04,29.5,H144
6/14/2022 15:04,29.5,H144
6/14/2022 16:04,29,H144
6/14/2022 17:04,16.5,H144
6/14/2022 18:04,14,H144
6/14/2022 19:04,12,H144
6/14/2022 20:04,10,H144
6/14/2022 21:04,8.5,H144
6/14/2022 22:04,8,H144
6/14/2022 23:04,7,H144
6/15/2022 0:04,6.5,H144
6/15/2022 1:04,5,H144
6/15/2022 2:04,4,H144
6/15/2022 3:04,4,H144
6/15/2022 4:04,3.5,H144
6/15/2022 5:04,3.5,H144
6/15/2022 6:04,7.5,H144
6/15/2022 7:04,13,H144
6/15/2022 8:04,17,H144
6/15/2022 9:04,19.5,H144
6/15/2022 10:04,24,H144
6/15/2022 11:04,28.5,H144
6/15/2022 12:04,30,H144
6/15/2022 13:04,33,H144
6/15/2022 14:04,33.5,H144
6/15/2022 15:04,33,H144
6/15/2022 16:04,31,H144
6/15/2022 17:04,23,H144
6/15/2022 18:04,20,H144
6/15/2022 19:04,18,H144
6/15/2022 20:04,16,H144
6/15/2022 21:04,13.5,H144
6/15/2022 22:04,12,H144
6/15/2022 23:04,11,H144
6/16/2022 0:04,11,H144
6/16/2022 1:04,11,H144
6/16/2022 2:04,11,H144
6/16/2022 3:04,10.5,H144
6/16/2022 4:04,10.5,H144
6/16/2022 5:04,10,H144
6/16/2022 6:04,11,H144
6/16/2022 7:04,14.5,H144
6/16/2022 8:04,18,H144
6/16/2022 9:04,21.5,H144
6/16/2022 10:04,22.5,H144
6/16/2022 11:04,24.5,H144
6/16/2022 12:04,27,H144
6/16/2022 13:04,27.5,H144
6/16/2022 14:04,27,H144
6/16/2022 15:04,25,H144
6/16/2022 16:04,24,H144
6/16/2022 17:04,19,H144
6/16/2022 18:04,17.5,H144
6/16/2022 19:04,15.5,H144
6/16/2022 20:04,13.5,H144
6/16/2022 21:04,11.5,H144
6/16/2022 22:04,10,H144
6/16/2022 23:04,9.5,H144
6/17/2022 0:04,9,H144
6/17/2022 1:04,9.5,H144
6/17/2022 2:04,9.5,H144
6/17/2022 3:04,8,H144
6/17/2022 4:04,4.5,H144
6/17/2022 5:04,5.5,H144
6/17/2022 6:04,5.5,H144
6/17/2022 7:04,6,H144
6/17/2022 8:04,7.5,H144
6/17/2022 9:04,8.5,H144
6/17/2022 10:04,14.5,H144
6/17/2022 11:04,22,H144
6/17/2022 12:04,24.5,H144
6/17/2022 13:04,15.5,H144
6/17/2022 14:04,16,H144
6/17/2022 15:04,14,H144
6/17/2022 16:04,21,H144
6/17/2022 17:04,13,H144
6/17/2022 18:04,10,H144
6/17/2022 19:04,7.5,H144
6/17/2022 20:04,4.5,H144
6/17/2022 21:04,2,H144
6/17/2022 22:04,0,H144
6/17/2022 23:04,-1,H144
6/18/2022 0:04,-2,H144
6/18/2022 1:04,-2.5,H144
6/18/2022 2:04,-2.5,H144
6/18/2022 3:04,-3,H144
6/18/2022 4:04,-3.5,H144
6/18/2022 5:04,-3.5,H144
6/18/2022 6:04,0,H144
6/18/2022 7:04,4.5,H144
6/18/2022 8:04,7,H144
6/18/2022 9:04,13.5,H144
6/18/2022 10:04,16.5,H144
6/18/2022 11:04,19,H144
6/18/2022 12:04,19,H144
6/18/2022 13:04,13,H144
6/18/2022 14:04,26.5,H144
6/18/2022 15:04,18,H144
6/18/2022 16:04,16,H144
6/18/2022 17:04,12,H144
6/18/2022 18:04,7,H144
6/18/2022 19:04,6,H144
6/18/2022 20:04,3.5,H144
6/18/2022 21:04,1,H144
6/18/2022 22:04,0.5,H144
6/18/2022 23:04,-0.5,H144
6/19/2022 0:04,-0.5,H144
6/19/2022 1:04,-1,H144
6/19/2022 2:04,-1.5,H144
6/19/2022 3:04,-1,H144
