raw_date_time,temp,otm
6/13/2022 13:19,26,H96
6/13/2022 14:19,25,H96
6/13/2022 15:19,19.5,H96
6/13/2022 16:19,19,H96
6/13/2022 17:19,17.5,H96
6/13/2022 18:19,14.5,H96
6/13/2022 19:19,8,H96
6/13/2022 20:19,4.5,H96
6/13/2022 21:19,2.5,H96
6/13/2022 22:19,1.5,H96
6/13/2022 23:19,0,H96
6/14/2022 0:19,-1,H96
6/14/2022 1:19,-1.5,H96
6/14/2022 2:19,-3,H96
6/14/2022 3:19,-4.5,H96
6/14/2022 4:19,-4.5,H96
6/14/2022 5:19,-4.5,H96
6/14/2022 6:19,2,H96
6/14/2022 7:19,10,H96
6/14/2022 8:19,17.5,H96
6/14/2022 9:19,21.5,H96
6/14/2022 10:19,26,H96
6/14/2022 11:19,28,H96
6/14/2022 12:19,32.5,H96
6/14/2022 13:19,32,H96
6/14/2022 14:19,31,H96
6/14/2022 15:19,28.5,H96
6/14/2022 16:19,28,H96
6/14/2022 17:19,25.5,H96
6/14/2022 18:19,22,H96
6/14/2022 19:19,14.5,H96
6/14/2022 20:19,10.5,H96
6/14/2022 21:19,8.5,H96
6/14/2022 22:19,7.5,H96
6/14/2022 23:19,6.5,H96
6/15/2022 0:19,5,H96
6/15/2022 1:19,4,H96
6/15/2022 2:19,2,H96
6/15/2022 3:19,1.5,H96
6/15/2022 4:19,0.5,H96
6/15/2022 5:19,0,H96
6/15/2022 6:19,6.5,H96
6/15/2022 7:19,14.5,H96
6/15/2022 8:19,20,H96
6/15/2022 9:19,24.5,H96
6/15/2022 10:19,29,H96
6/15/2022 11:19,33,H96
6/15/2022 12:19,34,H96
6/15/2022 13:19,36,H96
6/15/2022 14:19,38,H96
6/15/2022 15:19,35,H96
6/15/2022 16:19,33,H96
6/15/2022 17:19,30.5,H96
6/15/2022 18:19,26.5,H96
6/15/2022 19:19,20,H96
6/15/2022 20:19,16,H96
6/15/2022 21:19,13.5,H96
6/15/2022 22:19,12,H96
6/15/2022 23:19,11,H96
6/16/2022 0:19,10.5,H96
6/16/2022 1:19,10.5,H96
6/16/2022 2:19,10.5,H96
6/16/2022 3:19,10.5,H96
6/16/2022 4:19,10,H96
6/16/2022 5:19,10,H96
6/16/2022 6:19,12.5,H96
6/16/2022 7:19,15.5,H96
6/16/2022 8:19,21.5,H96
6/16/2022 9:19,23.5,H96
6/16/2022 10:19,23.5,H96
6/16/2022 11:19,26.5,H96
6/16/2022 12:19,28,H96
6/16/2022 13:19,28,H96
6/16/2022 14:19,26.5,H96
6/16/2022 15:19,25,H96
6/16/2022 16:19,24,H96
6/16/2022 17:19,22.5,H96
6/16/2022 18:19,19.5,H96
6/16/2022 19:19,16,H96
6/16/2022 20:19,13.5,H96
6/16/2022 21:19,11.5,H96
6/16/2022 22:19,9.5,H96
6/16/2022 23:19,9.5,H96
6/17/2022 0:19,9,H96
6/17/2022 1:19,10,H96
6/17/2022 2:19,9,H96
6/17/2022 3:19,7,H96
6/17/2022 4:19,4,H96
6/17/2022 5:19,6,H96
6/17/2022 6:19,5.5,H96
6/17/2022 7:19,6.5,H96
6/17/2022 8:19,8,H96
6/17/2022 9:19,10,H96
6/17/2022 10:19,20.5,H96
6/17/2022 11:19,26,H96
6/17/2022 12:19,24.5,H96
6/17/2022 13:19,16.5,H96
6/17/2022 14:19,16,H96
6/17/2022 15:19,17,H96
6/17/2022 16:19,19,H96
6/17/2022 17:19,17.5,H96
6/17/2022 18:19,10.5,H96
6/17/2022 19:19,7.5,H96
6/17/2022 20:19,5,H96
6/17/2022 21:19,1.5,H96
6/17/2022 22:19,-0.5,H96
6/17/2022 23:19,-1,H96
6/18/2022 0:19,-2,H96
6/18/2022 1:19,-2.5,H96
6/18/2022 2:19,-3,H96
6/18/2022 3:19,-4,H96
6/18/2022 4:19,-4,H96
6/18/2022 5:19,-4,H96
6/18/2022 6:19,-0.5,H96
6/18/2022 7:19,5.5,H96
6/18/2022 8:19,10.5,H96
6/18/2022 9:19,15.5,H96
6/18/2022 10:19,20,H96
6/18/2022 11:19,24,H96
6/18/2022 12:19,25.5,H96
6/18/2022 13:19,16,H96
6/18/2022 14:19,26,H96
6/18/2022 15:19,15.5,H96
6/18/2022 16:19,13.5,H96
6/18/2022 17:19,10.5,H96
6/18/2022 18:19,11.5,H96
6/18/2022 19:19,7,H96
6/18/2022 20:19,3,H96
6/18/2022 21:19,0.5,H96
6/18/2022 22:19,0,H96
6/18/2022 23:19,-1,H96
6/19/2022 0:19,-1,H96
6/19/2022 1:19,-2,H96
6/19/2022 2:19,-2.5,H96
6/19/2022 3:19,-2.5,H96
6/19/2022 4:19,-2,H96
6/19/2022 5:19,-2.5,H96
6/19/2022 6:19,-0.5,H96
6/19/2022 7:19,7,H96
6/19/2022 8:19,16,H96
6/19/2022 9:19,14,H96
6/19/2022 10:19,24.5,H96
6/19/2022 11:19,27.5,H96
6/19/2022 12:19,28,H96
6/19/2022 13:19,28,H96
6/19/2022 14:19,24.5,H96
6/19/2022 15:19,25,H96
6/19/2022 16:19,20.5,H96
6/19/2022 17:19,17,H96
6/19/2022 18:19,14,H96
6/19/2022 19:19,9.5,H96
6/19/2022 20:19,6.5,H96
6/19/2022 21:19,5,H96
6/19/2022 22:19,4,H96
6/19/2022 23:19,3,H96
6/20/2022 0:19,2.5,H96
6/20/2022 1:19,2,H96
6/20/2022 2:19,1.5,H96
6/20/2022 3:19,0,H96
6/20/2022 4:19,-1.5,H96
6/20/2022 5:19,-2,H96
6/20/2022 6:19,4,H96
6/20/2022 7:19,11.5,H96
6/20/2022 8:19,15.5,H96
6/20/2022 9:19,20,H96
6/20/2022 10:19,20,H96
6/20/2022 11:19,24,H96
6/20/2022 12:19,20,H96
6/20/2022 13:19,19.5,H96
6/20/2022 14:19,25.5,H96
6/20/2022 15:19,27.5,H96
6/20/2022 16:19,23,H96
6/20/2022 17:19,21.5,H96
6/20/2022 18:19,15.5,H96
6/20/2022 19:19,13.5,H96
6/20/2022 20:19,11,H96
6/20/2022 21:19,9,H96
