raw_date_time,temp,otm
6/13/2022 12:57,11.5,H132
6/13/2022 13:57,15,H132
6/13/2022 14:57,13,H132
6/13/2022 15:57,19.5,H132
6/13/2022 16:57,25.5,H132
6/13/2022 17:57,24,H132
6/13/2022 18:57,23,H132
6/13/2022 19:57,17,H132
6/13/2022 20:57,9,H132
6/13/2022 21:57,6.5,H132
6/13/2022 22:57,5.5,H132
6/13/2022 23:57,5,H132
6/14/2022 0:57,4.5,H132
6/14/2022 1:57,4,H132
6/14/2022 2:57,3,H132
6/14/2022 3:57,2.5,H132
6/14/2022 4:57,2.5,H132
6/14/2022 5:57,2.5,H132
6/14/2022 6:57,3,H132
6/14/2022 7:57,3.5,H132
6/14/2022 8:57,4,H132
6/14/2022 9:57,5,H132
6/14/2022 10:57,6,H132
6/14/2022 11:57,19,H132
6/14/2022 12:57,27.5,H132
6/14/2022 13:57,30.5,H132
6/14/2022 14:57,31.5,H132
6/14/2022 15:57,33,H132
6/14/2022 16:57,33.5,H132
6/14/2022 17:57,31.5,H132
6/14/2022 18:57,28.5,H132
6/14/2022 19:57,22,H132
6/14/2022 20:57,13.5,H132
6/14/2022 21:57,11.5,H132
6/14/2022 22:57,10.5,H132
6/14/2022 23:57,9.5,H132
6/15/2022 0:57,9,H132
6/15/2022 1:57,8,H132
6/15/2022 2:57,8,H132
6/15/2022 3:57,7,H132
6/15/2022 4:57,6.5,H132
6/15/2022 5:57,6.5,H132
6/15/2022 6:57,6.5,H132
6/15/2022 7:57,7,H132
6/15/2022 8:57,8,H132
6/15/2022 9:57,10,H132
6/15/2022 10:57,11,H132
6/15/2022 11:57,23,H132
6/15/2022 12:57,32.5,H132
6/15/2022 13:57,39,H132
6/15/2022 14:57,41.5,H132
6/15/2022 15:57,41,H132
6/15/2022 16:57,36,H132
6/15/2022 17:57,32,H132
6/15/2022 18:57,27,H132
6/15/2022 19:57,22,H132
6/15/2022 20:57,15.5,H132
6/15/2022 21:57,14,H132
6/15/2022 22:57,13,H132
6/15/2022 23:57,12.5,H132
6/16/2022 0:57,12,H132
6/16/2022 1:57,12,H132
6/16/2022 2:57,11.5,H132
6/16/2022 3:57,11.5,H132
6/16/2022 4:57,11,H132
6/16/2022 5:57,11,H132
6/16/2022 6:57,11,H132
6/16/2022 7:57,11,H132
6/16/2022 8:57,12.5,H132
6/16/2022 9:57,14,H132
6/16/2022 10:57,15.5,H132
6/16/2022 11:57,23,H132
6/16/2022 12:57,27.5,H132
6/16/2022 13:57,28.5,H132
6/16/2022 14:57,29.5,H132
