raw_date_time,temp,otm
6/13/2022 11:40,16,H42
6/13/2022 12:40,21.5,H42
6/13/2022 13:40,16,H42
6/13/2022 14:40,15.5,H42
6/13/2022 15:40,16.5,H42
6/13/2022 16:40,17.5,H42
6/13/2022 17:40,15,H42
6/13/2022 18:40,12.5,H42
6/13/2022 19:40,7,H42
6/13/2022 20:40,4.5,H42
6/13/2022 21:40,3.5,H42
6/13/2022 22:40,3,H42
6/13/2022 23:40,2.5,H42
6/14/2022 0:40,2.5,H42
6/14/2022 1:40,1.5,H42
6/14/2022 2:40,1,H42
6/14/2022 3:40,0.5,H42
6/14/2022 4:40,0,H42
6/14/2022 5:40,-0.5,H42
6/14/2022 6:40,3.5,H42
6/14/2022 7:40,7,H42
6/14/2022 8:40,15.5,H42
6/14/2022 9:40,19.5,H42
6/14/2022 10:40,22.5,H42
6/14/2022 11:40,28,H42
6/14/2022 12:40,33.5,H42
6/14/2022 13:40,35,H42
6/14/2022 14:40,35.5,H42
6/14/2022 15:40,32.5,H42
6/14/2022 16:40,27.5,H42
6/14/2022 17:40,24.5,H42
6/14/2022 18:40,20,H42
6/14/2022 19:40,13,H42
6/14/2022 20:40,10.5,H42
6/14/2022 21:40,9,H42
6/14/2022 22:40,9,H42
6/14/2022 23:40,8.5,H42
6/15/2022 0:40,7,H42
6/15/2022 1:40,6.5,H42
6/15/2022 2:40,5,H42
6/15/2022 3:40,5,H42
6/15/2022 4:40,4,H42
6/15/2022 5:40,4.5,H42
6/15/2022 6:40,7.5,H42
6/15/2022 7:40,11.5,H42
6/15/2022 8:40,21.5,H42
6/15/2022 9:40,26.5,H42
6/15/2022 10:40,30.5,H42
6/15/2022 11:40,32.5,H42
6/15/2022 12:40,37.5,H42
6/15/2022 13:40,37.5,H42
6/15/2022 14:40,39,H42
6/15/2022 15:40,36.5,H42
6/15/2022 16:40,35,H42
6/15/2022 17:40,32,H42
6/15/2022 18:40,25.5,H42
6/15/2022 19:40,19,H42
6/15/2022 20:40,16,H42
6/15/2022 21:40,14,H42
6/15/2022 22:40,13,H42
6/15/2022 23:40,11.5,H42
6/16/2022 0:40,12,H42
6/16/2022 1:40,11.5,H42
6/16/2022 2:40,10.5,H42
6/16/2022 3:40,10.5,H42
6/16/2022 4:40,10,H42
6/16/2022 5:40,10,H42
6/16/2022 6:40,12.5,H42
6/16/2022 7:40,16,H42
6/16/2022 8:40,25,H42
6/16/2022 9:40,26.5,H42
6/16/2022 10:40,29.5,H42
6/16/2022 11:40,36,H42
