raw_date_time,temp,otm
6/13/2022 13:00,31,H115
6/13/2022 14:00,30.5,H115
6/13/2022 15:00,27,H115
6/13/2022 16:00,24,H115
6/13/2022 17:00,23.5,H115
6/13/2022 18:00,16.5,H115
6/13/2022 19:00,7.5,H115
6/13/2022 20:00,6,H115
6/13/2022 21:00,4,H115
6/13/2022 22:00,3,H115
6/13/2022 23:00,2,H115
6/14/2022 0:00,1.5,H115
6/14/2022 1:00,1,H115
6/14/2022 2:00,0,H115
6/14/2022 3:00,-0.5,H115
6/14/2022 4:00,-1,H115
6/14/2022 5:00,-1,H115
6/14/2022 6:00,0,H115
6/14/2022 7:00,9,H115
6/14/2022 8:00,15.5,H115
6/14/2022 9:00,22.5,H115
6/14/2022 10:00,29,H115
6/14/2022 11:00,33.5,H115
6/14/2022 12:00,37.5,H115
6/14/2022 13:00,37,H115
6/14/2022 14:00,35,H115
6/14/2022 15:00,31.5,H115
6/14/2022 16:00,31,H115
6/14/2022 17:00,32,H115
6/14/2022 18:00,23.5,H115
6/14/2022 19:00,14,H115
6/14/2022 20:00,11,H115
6/14/2022 21:00,9,H115
6/14/2022 22:00,8.5,H115
6/14/2022 23:00,8,H115
6/15/2022 0:00,7,H115
6/15/2022 1:00,6,H115
6/15/2022 2:00,4.5,H115
6/15/2022 3:00,4.5,H115
6/15/2022 4:00,4,H115
6/15/2022 5:00,3.5,H115
6/15/2022 6:00,4.5,H115
6/15/2022 7:00,12.5,H115
6/15/2022 8:00,18.5,H115
6/15/2022 9:00,23.5,H115
6/15/2022 10:00,27.5,H115
6/15/2022 11:00,32,H115
6/15/2022 12:00,36.5,H115
6/15/2022 13:00,39.5,H115
6/15/2022 14:00,42,H115
6/15/2022 15:00,42,H115
6/15/2022 16:00,38.5,H115
6/15/2022 17:00,34.5,H115
6/15/2022 18:00,28,H115
6/15/2022 19:00,19,H115
6/15/2022 20:00,16.5,H115
6/15/2022 21:00,14,H115
6/15/2022 22:00,12.5,H115
6/15/2022 23:00,12,H115
6/16/2022 0:00,11,H115
6/16/2022 1:00,11,H115
6/16/2022 2:00,10.5,H115
6/16/2022 3:00,10.5,H115
6/16/2022 4:00,10.5,H115
6/16/2022 5:00,9.5,H115
6/16/2022 6:00,10.5,H115
6/16/2022 7:00,14,H115
6/16/2022 8:00,18.5,H115
6/16/2022 9:00,23.5,H115
6/16/2022 10:00,24,H115
6/16/2022 11:00,26,H115
6/16/2022 12:00,29,H115
6/16/2022 13:00,30.5,H115
6/16/2022 14:00,29,H115
6/16/2022 15:00,28,H115
6/16/2022 16:00,26.5,H115
6/16/2022 17:00,24.5,H115
6/16/2022 18:00,21.5,H115
6/16/2022 19:00,16,H115
6/16/2022 20:00,14,H115
6/16/2022 21:00,11.5,H115
6/16/2022 22:00,10.5,H115
6/16/2022 23:00,9.5,H115
6/17/2022 0:00,9,H115
6/17/2022 1:00,9.5,H115
6/17/2022 2:00,9.5,H115
6/17/2022 3:00,8.5,H115
6/17/2022 4:00,5.5,H115
6/17/2022 5:00,6,H115
6/17/2022 6:00,6,H115
6/17/2022 7:00,6.5,H115
6/17/2022 8:00,8,H115
6/17/2022 9:00,9.5,H115
6/17/2022 10:00,17.5,H115
6/17/2022 11:00,25,H115
6/17/2022 12:00,29,H115
6/17/2022 13:00,20.5,H115
6/17/2022 14:00,17,H115
6/17/2022 15:00,17,H115
6/17/2022 16:00,20,H115
6/17/2022 17:00,21.5,H115
6/17/2022 18:00,13,H115
6/17/2022 19:00,8,H115
6/17/2022 20:00,5,H115
6/17/2022 21:00,3,H115
6/17/2022 22:00,0.5,H115
6/17/2022 23:00,-0.5,H115
6/18/2022 0:00,-1,H115
6/18/2022 1:00,-2,H115
6/18/2022 2:00,-2,H115
6/18/2022 3:00,-2.5,H115
6/18/2022 4:00,-3,H115
6/18/2022 5:00,-3,H115
6/18/2022 6:00,-2,H115
6/18/2022 7:00,2.5,H115
6/18/2022 8:00,8.5,H115
6/18/2022 9:00,14.5,H115
6/18/2022 10:00,20,H115
6/18/2022 11:00,20,H115
6/18/2022 12:00,19,H115
6/18/2022 13:00,17.5,H115
6/18/2022 14:00,30.5,H115
6/18/2022 15:00,22,H115
6/18/2022 16:00,17,H115
6/18/2022 17:00,14,H115
6/18/2022 18:00,14.5,H115
6/18/2022 19:00,6.5,H115
6/18/2022 20:00,4,H115
6/18/2022 21:00,2,H115
6/18/2022 22:00,1,H115
6/18/2022 23:00,0.5,H115
6/19/2022 0:00,0,H115
6/19/2022 1:00,-0.5,H115
6/19/2022 2:00,-1,H115
6/19/2022 3:00,-1,H115
6/19/2022 4:00,-1.5,H115
6/19/2022 5:00,-1.5,H115
6/19/2022 6:00,-2,H115
6/19/2022 7:00,5,H115
6/19/2022 8:00,14.5,H115
6/19/2022 9:00,6,H115
6/19/2022 10:00,22.5,H115
6/19/2022 11:00,26.5,H115
6/19/2022 12:00,30.5,H115
6/19/2022 13:00,29.5,H115
6/19/2022 14:00,28.5,H115
6/19/2022 15:00,26,H115
6/19/2022 16:00,23.5,H115
