raw_date_time,temp,otm
6/13/2022 12:18,8.5,H98
6/13/2022 13:18,10,H98
6/13/2022 14:18,9,H98
6/13/2022 15:18,8.5,H98
6/13/2022 16:18,9,H98
6/13/2022 17:18,8.5,H98
6/13/2022 18:18,7.5,H98
6/13/2022 19:18,5.5,H98
6/13/2022 20:18,4,H98
6/13/2022 21:18,3.5,H98
6/13/2022 22:18,3,H98
6/13/2022 23:18,2.5,H98
6/14/2022 0:18,2,H98
6/14/2022 1:18,2,H98
6/14/2022 2:18,1,H98
6/14/2022 3:18,1.5,H98
6/14/2022 4:18,1,H98
6/14/2022 5:18,1,H98
6/14/2022 6:18,2.5,H98
6/14/2022 7:18,4.5,H98
6/14/2022 8:18,10,H98
6/14/2022 9:18,18,H98
6/14/2022 10:18,10,H98
6/14/2022 11:18,11.5,H98
6/14/2022 12:18,12,H98
6/14/2022 13:18,15,H98
6/14/2022 14:18,13,H98
6/14/2022 15:18,14,H98
6/14/2022 16:18,14.5,H98
6/14/2022 17:18,14.5,H98
6/14/2022 18:18,13.5,H98
6/14/2022 19:18,11.5,H98
6/14/2022 20:18,9.5,H98
6/14/2022 21:18,9,H98
6/14/2022 22:18,8.5,H98
6/14/2022 23:18,8,H98
6/15/2022 0:18,7.5,H98
6/15/2022 1:18,7,H98
6/15/2022 2:18,5,H98
6/15/2022 3:18,5.5,H98
6/15/2022 4:18,5,H98
6/15/2022 5:18,5.5,H98
6/15/2022 6:18,6.5,H98
6/15/2022 7:18,8.5,H98
6/15/2022 8:18,13.5,H98
6/15/2022 9:18,23.5,H98
6/15/2022 10:18,15,H98
6/15/2022 11:18,16.5,H98
6/15/2022 12:18,17.5,H98
6/15/2022 13:18,21,H98
6/15/2022 14:18,19,H98
6/15/2022 15:18,19.5,H98
6/15/2022 16:18,20,H98
6/15/2022 17:18,20.5,H98
6/15/2022 18:18,20,H98
6/15/2022 19:18,18.5,H98
6/15/2022 20:18,16,H98
6/15/2022 21:18,14,H98
6/15/2022 22:18,13,H98
6/15/2022 23:18,12,H98
6/16/2022 0:18,12,H98
6/16/2022 1:18,12.5,H98
6/16/2022 2:18,12,H98
6/16/2022 3:18,12,H98
6/16/2022 4:18,11.5,H98
6/16/2022 5:18,11.5,H98
6/16/2022 6:18,12,H98
6/16/2022 7:18,13,H98
6/16/2022 8:18,16.5,H98
6/16/2022 9:18,24.5,H98
6/16/2022 10:18,17.5,H98
6/16/2022 11:18,18.5,H98
6/16/2022 12:18,19,H98
6/16/2022 13:18,20.5,H98
6/16/2022 14:18,19.5,H98
6/16/2022 15:18,19,H98
6/16/2022 16:18,18.5,H98
6/16/2022 17:18,17.5,H98
6/16/2022 18:18,16.5,H98
6/16/2022 19:18,15.5,H98
6/16/2022 20:18,13.5,H98
6/16/2022 21:18,12.5,H98
6/16/2022 22:18,11,H98
6/16/2022 23:18,10.5,H98
6/17/2022 0:18,10.5,H98
6/17/2022 1:18,10.5,H98
6/17/2022 2:18,10.5,H98
6/17/2022 3:18,8.5,H98
6/17/2022 4:18,5,H98
6/17/2022 5:18,6.5,H98
6/17/2022 6:18,6,H98
6/17/2022 7:18,6.5,H98
6/17/2022 8:18,7,H98
6/17/2022 9:18,7,H98
6/17/2022 10:18,9.5,H98
6/17/2022 11:18,12,H98
6/17/2022 12:18,13,H98
6/17/2022 13:18,10.5,H98
6/17/2022 14:18,10,H98
6/17/2022 15:18,10,H98
6/17/2022 16:18,10.5,H98
6/17/2022 17:18,10,H98
6/17/2022 18:18,8,H98
6/17/2022 19:18,6.5,H98
6/17/2022 20:18,4.5,H98
6/17/2022 21:18,2.5,H98
6/17/2022 22:18,1,H98
6/17/2022 23:18,0,H98
6/18/2022 0:18,-0.5,H98
6/18/2022 1:18,-1,H98
6/18/2022 2:18,-1.5,H98
6/18/2022 3:18,-2,H98
6/18/2022 4:18,-2,H98
6/18/2022 5:18,-2,H98
6/18/2022 6:18,-1,H98
6/18/2022 7:18,0,H98
6/18/2022 8:18,3,H98
6/18/2022 9:18,13,H98
6/18/2022 10:18,6,H98
6/18/2022 11:18,9,H98
6/18/2022 12:18,8.5,H98
6/18/2022 13:18,7,H98
6/18/2022 14:18,8.5,H98
6/18/2022 15:18,7,H98
6/18/2022 16:18,7,H98
6/18/2022 17:18,6.5,H98
6/18/2022 18:18,5.5,H98
6/18/2022 19:18,5.5,H98
6/18/2022 20:18,3,H98
6/18/2022 21:18,1.5,H98
6/18/2022 22:18,1,H98
6/18/2022 23:18,0.5,H98
6/19/2022 0:18,0.5,H98
6/19/2022 1:18,0,H98
6/19/2022 2:18,-0.5,H98
6/19/2022 3:18,-0.5,H98
6/19/2022 4:18,-0.5,H98
6/19/2022 5:18,-1,H98
6/19/2022 6:18,-0.5,H98
6/19/2022 7:18,1.5,H98
6/19/2022 8:18,6.5,H98
6/19/2022 9:18,8.5,H98
6/19/2022 10:18,6,H98
6/19/2022 11:18,8,H98
6/19/2022 12:18,8,H98
6/19/2022 13:18,11,H98
6/19/2022 14:18,9.5,H98
6/19/2022 15:18,11.5,H98
6/19/2022 16:18,10.5,H98
6/19/2022 17:18,9.5,H98
6/19/2022 18:18,8.5,H98
6/19/2022 19:18,7.5,H98
6/19/2022 20:18,6,H98
6/19/2022 21:18,5.5,H98
6/19/2022 22:18,5,H98
6/19/2022 23:18,5,H98
6/20/2022 0:18,4.5,H98
6/20/2022 1:18,4.5,H98
6/20/2022 2:18,4,H98
6/20/2022 3:18,3.5,H98
6/20/2022 4:18,2,H98
6/20/2022 5:18,2,H98
6/20/2022 6:18,4,H98
6/20/2022 7:18,6.5,H98
6/20/2022 8:18,10,H98
6/20/2022 9:18,15.5,H98
6/20/2022 10:18,11,H98
6/20/2022 11:18,12.5,H98
6/20/2022 12:18,11.5,H98
6/20/2022 13:18,12.5,H98
6/20/2022 14:18,12.5,H98
6/20/2022 15:18,13,H98
6/20/2022 16:18,13.5,H98
6/20/2022 17:18,13.5,H98
6/20/2022 18:18,11.5,H98
6/20/2022 19:18,11.5,H98
6/20/2022 20:18,10.5,H98
6/20/2022 21:18,9.5,H98
6/20/2022 22:18,8.5,H98
6/20/2022 23:18,8,H98
6/21/2022 0:18,8,H98
6/21/2022 1:18,8,H98
6/21/2022 2:18,8,H98
6/21/2022 3:18,7.5,H98
6/21/2022 4:18,8,H98
6/21/2022 5:18,7,H98
6/21/2022 6:18,8,H98
6/21/2022 7:18,9.5,H98
6/21/2022 8:18,12.5,H98
6/21/2022 9:18,20.5,H98
6/21/2022 10:18,15.5,H98
6/21/2022 11:18,16.5,H98
6/21/2022 12:18,16.5,H98
6/21/2022 13:18,19.5,H98
6/21/2022 14:18,17.5,H98
6/21/2022 15:18,18,H98
6/21/2022 16:18,18,H98
6/21/2022 17:18,17.5,H98
6/21/2022 18:18,17,H98
6/21/2022 19:18,15.5,H98
6/21/2022 20:18,14.5,H98
6/21/2022 21:18,13.5,H98
6/21/2022 22:18,13.5,H98
6/21/2022 23:18,13,H98
6/22/2022 0:18,13,H98
6/22/2022 1:18,13,H98
6/22/2022 2:18,13,H98
6/22/2022 3:18,12.5,H98
6/22/2022 4:18,12.5,H98
6/22/2022 5:18,12.5,H98
6/22/2022 6:18,13.5,H98
6/22/2022 7:18,15.5,H98
6/22/2022 8:18,18,H98
6/22/2022 9:18,25.5,H98
6/22/2022 10:18,21,H98
6/22/2022 11:18,21.5,H98
6/22/2022 12:18,21.5,H98
6/22/2022 13:18,23.5,H98
6/22/2022 14:18,21.5,H98
6/22/2022 15:18,21.5,H98
6/22/2022 16:18,21,H98
6/22/2022 17:18,20,H98
6/22/2022 18:18,20,H98
6/22/2022 19:18,19,H98
6/22/2022 20:18,17.5,H98
6/22/2022 21:18,16.5,H98
6/22/2022 22:18,15.5,H98
6/22/2022 23:18,15,H98
6/23/2022 0:18,15,H98
6/23/2022 1:18,14,H98
6/23/2022 2:18,13.5,H98
6/23/2022 3:18,13,H98
6/23/2022 4:18,12,H98
6/23/2022 5:18,12,H98
6/23/2022 6:18,11.5,H98
